timestamp,funding_rate,mark_price
2025-10-12 16:00:00+00:00,-0.00010915,113123.87871739
2025-10-13 00:00:00.003000+00:00,-0.00003942,114894.40000000
2025-10-13 08:00:00.002000+00:00,0.00002519,115341.80000000
2025-10-13 16:00:00.003000+00:00,-0.00002305,114260.80000000
2025-10-14 00:00:00+00:00,-0.00004041,115112.00000000
2025-10-14 08:00:00+00:00,0.00000712,111677.04921014
2025-10-14 16:00:00+00:00,-0.00004498,112817.34618841
2025-10-15 00:00:00.006000+00:00,-0.00005425,112984.75726812
2025-10-15 08:00:00.002000+00:00,0.00003973,112526.11848551
2025-10-15 16:00:00+00:00,0.00000225,110757.40000000
2025-10-16 00:00:00+00:00,-0.00002741,110701.13593478
2025-10-16 08:00:00.003000+00:00,-0.00002230,110526.82160145
2025-10-16 16:00:00.002000+00:00,-0.00003004,108493.60663043
2025-10-17 00:00:00.001000+00:00,-0.00000285,108132.22237681
2025-10-17 08:00:00.005000+00:00,-0.00000634,105578.30000000
2025-10-17 16:00:00.003000+00:00,-0.00000291,106764.91873188
2025-10-18 00:00:00+00:00,-0.00004819,106378.67421014
2025-10-18 08:00:00.002000+00:00,-0.00006376,106642.86139855
2025-10-18 16:00:00.001000+00:00,-0.00003681,106896.91817391
2025-10-19 00:00:00.001000+00:00,-0.00001411,107117.50000000
2025-10-19 08:00:00.001000+00:00,0.00001512,106733.30000000
2025-10-19 16:00:00.001000+00:00,0.00002787,108434.79640580
2025-10-20 00:00:00.004000+00:00,-0.00002197,108590.70000000
2025-10-20 08:00:00.001000+00:00,-0.00000665,111144.51395652
2025-10-20 16:00:00+00:00,-0.00000018,111079.20000000
2025-10-21 00:00:00.009000+00:00,-0.00005567,110469.90000000
2025-10-21 08:00:00+00:00,0.00002222,108040.11896377
2025-10-21 16:00:00+00:00,-0.00002506,113355.30000000
2025-10-22 00:00:00.004000+00:00,-0.00004212,108256.95482609
2025-10-22 08:00:00+00:00,0.00002445,108285.03557721
2025-10-22 16:00:00+00:00,0.00005702,108375.00509420
2025-10-23 00:00:00+00:00,0.00008911,107532.00000000
2025-10-23 08:00:00.001000+00:00,0.00002673,109229.94089130
2025-10-23 16:00:00.004000+00:00,0.00003933,109849.00000000
2025-10-24 00:00:00+00:00,0.00003391,110032.13344928
2025-10-24 08:00:00+00:00,0.00001783,111014.12165942
2025-10-24 16:00:00.009000+00:00,0.00003224,110009.80000000
2025-10-25 00:00:00+00:00,0.00005020,110965.34494203
2025-10-25 08:00:00.001000+00:00,0.00001484,111445.40000000
2025-10-25 16:00:00.001000+00:00,0.00005570,111341.17806667
2025-10-26 00:00:00.001000+00:00,0.00001903,111593.32939130
2025-10-26 08:00:00.001000+00:00,0.00000535,111672.90000000
2025-10-26 16:00:00+00:00,0.00006904,113651.89706522
2025-10-27 00:00:00+00:00,0.00010000,114505.72468116
2025-10-27 08:00:00.005000+00:00,0.00010000,115522.40000000
2025-10-27 16:00:00+00:00,0.00007304,114914.50000000
2025-10-28 00:00:00+00:00,0.00006059,114064.10000000
2025-10-28 08:00:00+00:00,0.00007806,114132.87629710
2025-10-28 16:00:00.004000+00:00,0.00002992,114580.10000000
2025-10-29 00:00:00.004000+00:00,-0.00000032,112841.11893478
2025-10-29 08:00:00.005000+00:00,0.00003588,113512.00000000
2025-10-29 16:00:00+00:00,0.00005003,111460.60000000
2025-10-30 00:00:00.004000+00:00,0.00001097,109985.95808696
2025-10-30 08:00:00.008000+00:00,0.00003449,111319.33959420
2025-10-30 16:00:00.001000+00:00,0.00003562,107670.50000000
2025-10-31 00:00:00+00:00,0.00000213,108263.50000000
2025-10-31 08:00:00.008000+00:00,0.00010000,109400.00000000
2025-10-31 16:00:00.007000+00:00,0.00010000,110173.78203623
2025-11-01 00:00:00.001000+00:00,0.00010000,109557.30000000
2025-11-01 08:00:00+00:00,0.00010000,110025.30000000
2025-11-01 16:00:00+00:00,0.00009782,110261.90000000
2025-11-02 00:00:00.007000+00:00,0.00008200,110051.81800725
2025-11-02 08:00:00+00:00,0.00008150,110846.38874638
2025-11-02 16:00:00.001000+00:00,0.00005635,110066.10000000
2025-11-03 00:00:00+00:00,0.00006098,110497.99736957
2025-11-03 08:00:00.010000+00:00,0.00006853,107431.03320290
2025-11-03 16:00:00+00:00,0.00005329,105718.80000000
2025-11-04 00:00:00.002000+00:00,0.00010000,106544.00000000
2025-11-04 08:00:00.004000+00:00,0.00005808,104446.13108696
2025-11-04 16:00:00+00:00,0.00006339,103157.20000000
2025-11-05 00:00:00+00:00,0.00007132,101437.30000000
2025-11-05 08:00:00+00:00,0.00002831,101946.10000000
2025-11-05 16:00:00.004000+00:00,0.00002816,103667.80000000
2025-11-06 00:00:00.001000+00:00,0.00003985,103847.34145652
2025-11-06 08:00:00+00:00,0.00007916,103144.43398551
